hash,llm,benchmarks,classifier,calibrate,balance_classes,features,spearman_rho,mae
cf79da82c527,qwen3-8b,mathhendrycks-test olympiadbench-test,logistic_regression,True,True,max se_sum nll_sum,0.9272727272727272,0.1803763237657122
3c746775d911,qwen3-8b,mathhendrycks-test olympiadbench-test,logistic_regression,True,True,se_sum,0.9515151515151514,0.1762172362742234
4c3ede392581,qwen3-8b,mathhendrycks-test olympiadbench-test,logistic_regression,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9272727272727272,0.14208655358731392
725a9267a18e,qwen3-8b,mathhendrycks-test olympiadbench-test,logistic_regression,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.8303030303030302,0.2111362296218963
0565493f7d99,qwen3-8b,mathhendrycks-test olympiadbench-test,logistic_regression,True,False,max se_sum nll_sum,0.9272727272727272,0.18053825063211862
169dd0d31a72,qwen3-8b,mathhendrycks-test olympiadbench-test,logistic_regression,True,False,se_sum,0.9515151515151514,0.1762172364039033
ff24767378af,qwen3-8b,mathhendrycks-test olympiadbench-test,logistic_regression,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9272727272727272,0.1248044265967044
3e048c7a6319,qwen3-8b,mathhendrycks-test olympiadbench-test,logistic_regression,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.8303030303030302,0.18499503835621467
93d1a18855df,qwen3-8b,mathhendrycks-test olympiadbench-test,logistic_regression,False,True,max se_sum nll_sum,0.9272727272727272,0.16871246050469052
259a0d28a720,qwen3-8b,mathhendrycks-test olympiadbench-test,logistic_regression,False,True,se_sum,0.9515151515151514,0.16836679714704958
ac8d41e537cb,qwen3-8b,mathhendrycks-test olympiadbench-test,logistic_regression,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9272727272727272,0.14220303498999537
466441e73dd2,qwen3-8b,mathhendrycks-test olympiadbench-test,logistic_regression,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.8303030303030302,0.21089184752550047
2679b3419a06,qwen3-8b,mathhendrycks-test olympiadbench-test,logistic_regression,False,False,max se_sum nll_sum,0.9272727272727272,0.1796247342201361
337dea0fb87b,qwen3-8b,mathhendrycks-test olympiadbench-test,logistic_regression,False,False,se_sum,0.9515151515151514,0.17572984406719794
784a8d6a310c,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.8787878787878788,0.1925824434459522
c93c65f97569,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7696969696969697,0.2039029685129396
364d1379ee3c,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,True,True,max se_sum nll_sum,0.9515151515151514,0.17775562760090763
a96004c39219,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,True,True,se_sum,0.9151515151515152,0.18233023200904705
b343e5d27beb,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.8060606060606059,0.20800907208841019
3e4368658f25,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7696969696969697,0.21057233725914007
c49162fb8eb9,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,True,False,max se_sum nll_sum,0.9515151515151514,0.18025025520199608
1bc9ead032c4,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,True,False,se_sum,0.9151515151515152,0.18406137267790607
454a7a1a3bbd,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.8545454545454544,0.19242874323768372
1c8412c478ca,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7696969696969697,0.20121631115121602
a28008c8d7a5,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,False,True,max se_sum nll_sum,0.9515151515151514,0.20870373039884327
f2b2c71e066f,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,False,True,se_sum,0.8424242424242423,0.2557122731153464
d6c6b0b47af9,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.8545454545454544,0.21755938469810246
b7e62cc92e75,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7696969696969697,0.21340117394370792
23ce115ae6cc,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,False,False,max se_sum nll_sum,0.9515151515151514,0.2025698208753562
31f039d9167f,qwen3-8b,mathhendrycks-test olympiadbench-test,neural_network,False,False,se_sum,0.9151515151515152,0.204731012279222
68d9a35df714,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7939393939393938,0.1589663756314131
5ad82d76d5ad,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7818181818181817,0.16532592267688076
d2006cd404a1,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,True,True,max se_sum nll_sum,0.8666666666666665,0.20837082795928158
93b1bfa76aa0,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,True,True,se_sum,0.9030303030303028,0.19812276214432817
dd39f42fe475,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7939393939393938,0.15704339383841182
fa9e75c34be4,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7818181818181817,0.16537114030130434
76aae50d4641,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,True,False,max se_sum nll_sum,0.9030303030303028,0.20039292641903642
867bd3f13c4b,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,True,False,se_sum,0.9030303030303028,0.19776983024136202
6e6b2931ce98,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7939393939393938,0.1490533341914188
70e39b9f68e8,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7818181818181817,0.16419301682584475
f01a4a63cc87,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,False,True,max se_sum nll_sum,0.8909090909090909,0.19572749248712693
75489c491903,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,False,True,se_sum,0.9030303030303028,0.19427204820796676
2245c5dd0640,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7939393939393938,0.15168882578561999
b707f78413fb,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7818181818181817,0.16289148715330085
364c04d97c97,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,False,False,max se_sum nll_sum,0.9030303030303028,0.19289708965447364
d72760384bab,qwen3-8b,gpqa-test mathhendrycks-test,random_forest,False,False,se_sum,0.9030303030303028,0.19327511583309248
955065ab4fba,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.8666666666666665,0.16607991414826645
0a9b9b56afdc,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7939393939393938,0.183829448340737
a2cda7d7c48d,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,True,True,max se_sum nll_sum,0.8909090909090909,0.18861868737021803
836f23c3e1a8,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,True,True,se_sum,0.9515151515151514,0.18578755934913463
c09a2fbffab7,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.8666666666666665,0.16597101716637888
9df2ef0ae1dc,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7939393939393938,0.18377810654440793
4b844a4b8a96,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,True,False,max se_sum nll_sum,0.8909090909090909,0.18862727717276342
e375c8c0b95b,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,True,False,se_sum,0.9515151515151514,0.18578756012968706
2f8dbd588a26,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.8666666666666665,0.1619177710631426
d450c8b30b31,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7575757575757575,0.1811653488069705
8f8b245b2a7f,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,False,True,max se_sum nll_sum,0.8909090909090909,0.18808944226559884
39964c968a23,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,False,True,se_sum,0.9515151515151514,0.1867940580005436
3f38dfdf0923,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.8303030303030302,0.16017043425498925
c0bd350c39fe,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7575757575757575,0.1796340400167486
998c66719a4a,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,False,False,max se_sum nll_sum,0.8909090909090909,0.18661417270488667
3ff7a8a5ec29,qwen3-8b,gpqa-test mathhendrycks-test,logistic_regression,False,False,se_sum,0.9515151515151514,0.1853248750313174
66a7fe840979,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.8787878787878788,0.21815885285493927
8da7706f58fd,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.8424242424242423,0.2009069975193412
d66b72fe4608,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,True,True,max se_sum nll_sum,0.9515151515151514,0.18981374044467458
6ad22818f2e0,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,True,True,se_sum,0.9151515151515152,0.19447214182253414
0c9ab0a8639b,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.8787878787878788,0.21862871309007392
21cd63e6a8e8,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.8545454545454544,0.1994973977630334
777e6d8e58ab,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,True,False,max se_sum nll_sum,0.8909090909090909,0.20628768230596856
d65ccc5f5923,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,True,False,se_sum,0.9151515151515152,0.19387695756838408
c7a83f3acc80,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.8787878787878788,0.20283945879330317
fa38296a8658,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.8545454545454544,0.227330394014079
eeecaf314090,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,False,True,max se_sum nll_sum,0.9272727272727272,0.22301646314497653
8377c0148965,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,False,True,se_sum,0.8909090909090909,0.23373664697994867
b0c9c4f1c679,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.8787878787878788,0.20656281939139048
35af2885afc0,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.8545454545454544,0.22747469685908023
6afb78f949cf,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,False,False,max se_sum nll_sum,0.9272727272727272,0.23374937318201722
9b57cc1d0989,qwen3-8b,gpqa-test mathhendrycks-test,neural_network,False,False,se_sum,0.8909090909090909,0.24744832596172966
da83f2ef3af3,qwen3-8b,mathhendrycks-test scibench-test,random_forest,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7818181818181817,0.1784026294470083
8757330058f8,qwen3-8b,mathhendrycks-test scibench-test,random_forest,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.6969696969696969,0.1746367288056213
3477d51a8153,qwen3-8b,mathhendrycks-test scibench-test,random_forest,True,True,max se_sum nll_sum,0.8909090909090909,0.22017782859228188
2d7e06610eff,qwen3-8b,mathhendrycks-test scibench-test,random_forest,True,True,se_sum,0.9151515151515152,0.2284764908365911
006b0dc4347f,qwen3-8b,mathhendrycks-test scibench-test,random_forest,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7818181818181817,0.17915271169435343
44bcf98cc08e,qwen3-8b,mathhendrycks-test scibench-test,random_forest,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7818181818181817,0.17351590112373802
b2645b680a60,qwen3-8b,mathhendrycks-test scibench-test,random_forest,True,False,max se_sum nll_sum,0.8909090909090909,0.21967391771168568
654ed177d59a,qwen3-8b,mathhendrycks-test scibench-test,random_forest,True,False,se_sum,0.9151515151515152,0.22891366848788502
8a408cc65ccd,qwen3-8b,mathhendrycks-test scibench-test,random_forest,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7818181818181817,0.18096308607865258
b23c1c60b434,qwen3-8b,mathhendrycks-test scibench-test,random_forest,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.6969696969696969,0.16266228060503157
c2b37c8d6f32,qwen3-8b,mathhendrycks-test scibench-test,random_forest,False,True,max se_sum nll_sum,0.8909090909090909,0.21616923995587517
9956ebf466c9,qwen3-8b,mathhendrycks-test scibench-test,random_forest,False,True,se_sum,0.9151515151515152,0.21588096787905423
106ccc7dc7b5,qwen3-8b,mathhendrycks-test scibench-test,random_forest,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7818181818181817,0.1818354143502924
9d695c9eb92a,qwen3-8b,mathhendrycks-test scibench-test,random_forest,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7818181818181817,0.1736161754413017
fb64e6343e58,qwen3-8b,mathhendrycks-test scibench-test,random_forest,False,False,max se_sum nll_sum,0.8909090909090909,0.21627289536609845
f6d1a2e0db7c,qwen3-8b,mathhendrycks-test scibench-test,random_forest,False,False,se_sum,0.9151515151515152,0.21557319323735333
151a54a51192,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7939393939393938,0.1503535692606692
5860a6b0962c,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7454545454545454,0.17584114574799195
7ac8dfec464a,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,True,True,max se_sum nll_sum,0.8909090909090909,0.2067027380237151
57a4ebe96ab8,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,True,True,se_sum,0.9515151515151514,0.20370518163452042
ff3b1d570da8,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7939393939393938,0.14991535942211795
66c2ef67c6a4,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7454545454545454,0.17604340304167437
0ee5e839cdec,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,True,False,max se_sum nll_sum,0.8909090909090909,0.2066208476031613
5b194df925ca,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,True,False,se_sum,0.9515151515151514,0.20370518156174508
bc8c64c21ffb,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7939393939393938,0.1503631480958882
fbbccd9cb8e6,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7454545454545454,0.17638082761554283
1610a079a6fc,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,False,True,max se_sum nll_sum,0.8909090909090909,0.2061466982458155
46acdd1de77e,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,False,True,se_sum,0.9272727272727272,0.2052244607170231
c70fc9e60b20,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7939393939393938,0.14411076969154163
293034da0a0d,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7454545454545454,0.16818531646994314
d9356ad25695,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,False,False,max se_sum nll_sum,0.8909090909090909,0.2051219926981295
6b5c87a2f470,qwen3-8b,mathhendrycks-test scibench-test,logistic_regression,False,False,se_sum,0.9272727272727272,0.2043937404609994
2c98bdc0331d,qwen3-8b,mathhendrycks-test scibench-test,neural_network,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.6848484848484848,0.23598918180371023
1b0a390942b7,qwen3-8b,mathhendrycks-test scibench-test,neural_network,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.8545454545454544,0.21664440941278307
1479465a537f,qwen3-8b,mathhendrycks-test scibench-test,neural_network,True,True,max se_sum nll_sum,0.8909090909090909,0.21849211483389402
f7e0d23f1c7c,qwen3-8b,mathhendrycks-test scibench-test,neural_network,True,True,se_sum,0.9757575757575757,0.21469571452200417
8c328528314a,qwen3-8b,mathhendrycks-test scibench-test,neural_network,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.6606060606060605,0.2512166695604598
0899c65bf625,qwen3-8b,mathhendrycks-test scibench-test,neural_network,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.8545454545454544,0.21789474514847806
e56aefb64f10,qwen3-8b,mathhendrycks-test scibench-test,neural_network,True,False,max se_sum nll_sum,0.9272727272727272,0.2197037889116646
a26ce6acd4cb,qwen3-8b,mathhendrycks-test scibench-test,neural_network,True,False,se_sum,0.9757575757575757,0.21484666399692345
bbc1dadbcc6e,qwen3-8b,mathhendrycks-test scibench-test,neural_network,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.6848484848484848,0.2271750863088715
6998f57d8205,qwen3-8b,mathhendrycks-test scibench-test,neural_network,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.8545454545454544,0.23658742922923232
7e61698419c7,qwen3-8b,mathhendrycks-test scibench-test,neural_network,False,True,max se_sum nll_sum,0.8909090909090909,0.2160639794506755
e53425cb30ac,qwen3-8b,mathhendrycks-test scibench-test,neural_network,False,True,se_sum,0.9757575757575757,0.21849542217389226
453ba8811e64,qwen3-8b,mathhendrycks-test scibench-test,neural_network,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.5272727272727272,0.2630696834959712
1c33e0c37266,qwen3-8b,mathhendrycks-test scibench-test,neural_network,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.8545454545454544,0.23505360502383374
adad8f013bc0,qwen3-8b,mathhendrycks-test scibench-test,neural_network,False,False,max se_sum nll_sum,0.9515151515151514,0.2550695212521281
47bd902e7cab,qwen3-8b,mathhendrycks-test scibench-test,neural_network,False,False,se_sum,0.9757575757575757,0.2142760570539582
26d0e919c726,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7333333333333332,0.22569533322885
194badedb810,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.6969696969696969,0.22686038102858314
211e1df59162,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,True,True,max se_sum nll_sum,0.8909090909090909,0.2609781802259959
a4a5522ade67,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,True,True,se_sum,0.8909090909090909,0.268207055495007
0947f431f9eb,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.709090909090909,0.22457151311931595
6c1ef2d05e67,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.6969696969696969,0.23517682135305576
75538f6498ab,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,True,False,max se_sum nll_sum,0.8909090909090909,0.25901093017457855
7800efbe23c9,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,True,False,se_sum,0.8545454545454544,0.2680705212582907
cf220a9f6947,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7333333333333332,0.19036349628938387
b43f0a052f71,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.6969696969696969,0.20324353556508457
1e51371770e2,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,False,True,max se_sum nll_sum,0.8909090909090909,0.2299470405593665
d7a55e38ffd3,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,False,True,se_sum,0.8909090909090909,0.23073637316228424
b0b737b4965a,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.709090909090909,0.20072542203129942
df210b2efac6,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.6969696969696969,0.21313224509475356
f43dc881e945,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,False,False,max se_sum nll_sum,0.8909090909090909,0.25370176107016634
ab4d3edcab06,qwen3-8b,mathhendrycks-test theoremqa-test,random_forest,False,False,se_sum,0.8787878787878788,0.25476855887916916
8d4150207c04,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7939393939393938,0.18716246878351292
4fda1ca46eb5,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7454545454545454,0.21928992040761655
eb4613f6f02d,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,True,True,max se_sum nll_sum,0.8909090909090909,0.2510024360954862
886733bcc746,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,True,True,se_sum,0.9272727272727272,0.24719559294059232
bdd5bafcf562,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.8060606060606059,0.18881957037107613
7e240d1938f5,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7818181818181817,0.22026703673780784
1d24c4057c9a,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,True,False,max se_sum nll_sum,0.8909090909090909,0.2506955713696993
1757c4fc2897,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,True,False,se_sum,0.9272727272727272,0.24719559383076337
6800f429a90f,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7939393939393938,0.14484596499486685
32831e310431,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7818181818181817,0.1877241663583847
96b4ec8e4a1a,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,False,True,max se_sum nll_sum,0.9272727272727272,0.22044577701923812
583bfa22ece5,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,False,True,se_sum,0.9272727272727272,0.22074408763208528
938ecf655328,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.7939393939393938,0.16941728164825828
17b679bcdd93,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.7454545454545454,0.20625242343495986
d23ebcc6aae4,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,False,False,max se_sum nll_sum,0.8909090909090909,0.24615779349738404
924cfde8c3db,qwen3-8b,mathhendrycks-test theoremqa-test,logistic_regression,False,False,se_sum,0.9272727272727272,0.24744303764632822
87df1a3cfc63,qwen3-8b,mathhendrycks-test theoremqa-test,neural_network,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.709090909090909,0.2331533524191153
97d6980695dd,qwen3-8b,mathhendrycks-test theoremqa-test,neural_network,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.8787878787878788,0.21782871303460505
af05972d9b1a,qwen3-8b,mathhendrycks-test theoremqa-test,neural_network,True,True,max se_sum nll_sum,0.9515151515151514,0.2257046500938006
6384e94a2823,qwen3-8b,mathhendrycks-test theoremqa-test,neural_network,True,True,se_sum,0.9757575757575757,0.22461625757940618
